cgpa,internships,projects,workshops,aptitude_score,soft_skills,extracurricular,placement_training,ssc_marks,hsc_marks,status
6.5,1,2,1,65,4.6,No,Yes,62,87,Not Placed
7.0,1,1,1,86,3.8,No,No,57,72,Not Placed
6.5,1,2,1,79,3.1,No,Yes,63,69,Placed
8.7,1,3,2,79,4.6,Yes,Yes,76,88,Not Placed
7.6,1,2,2,76,4.5,Yes,Yes,82,63,Placed
8.2,2,3,2,90,4.8,Yes,Yes,74,88,Placed
6.5,1,1,1,66,3.3,No,No,55,60,Not Placed
6.7,1,2,1,76,4.6,Yes,Yes,71,68,Not Placed
8.6,2,3,2,84,4.6,Yes,Yes,80,85,Placed
7.4,1,2,0,64,4.7,Yes,Yes,77,65,Not Placed
6.5,1,1,2,85,4.3,No,Yes,73,71,Not Placed
7.5,1,1,0,75,3.6,No,No,55,62,Not Placed
6.5,2,3,0,81,3.5,No,Yes,55,62,Not Placed
8.6,1,3,0,89,4.5,Yes,Yes,80,72,Placed
7.9,2,3,2,82,4.8,Yes,Yes,90,84,Placed
7.5,1,1,1,68,4.4,Yes,No,62,69,Not Placed
7.9,2,3,2,90,4.6,Yes,No,65,84,Not Placed
8.3,1,3,2,90,4.8,Yes,Yes,73,83,Placed
7.5,0,1,0,63,3.6,Yes,No,71,70,Not Placed
8.5,1,3,1,72,3.8,No,Yes,55,65,Placed
7.6,0,3,2,87,4.8,No,Yes,79,62,Placed
6.5,1,2,2,81,3.6,Yes,Yes,89,80,Placed
8.4,1,3,0,75,4.4,Yes,Yes,68,86,Placed
7.9,0,3,1,84,4.3,Yes,No,83,84,Placed
7.6,0,1,1,62,4.1,No,No,55,68,Not Placed
8.4,2,3,1,86,4.7,Yes,Yes,90,80,Placed
7.2,2,3,2,90,4.7,Yes,Yes,83,86,Placed
7.9,0,1,0,79,4.4,Yes,No,55,85,Not Placed
6.6,0,1,0,71,4.3,No,Yes,56,64,Not Placed
8.3,0,3,2,79,3.7,Yes,Yes,68,84,Placed
8.1,2,3,0,81,4.7,Yes,Yes,84,83,Placed
8.6,2,3,2,90,4.8,Yes,Yes,89,84,Placed
7.7,1,3,1,82,4.5,Yes,Yes,68,79,Not Placed
6.5,1,1,0,77,4.7,No,No,55,83,Not Placed
8.6,2,2,1,90,4.6,Yes,Yes,81,80,Placed
7.2,1,2,2,70,4.1,No,No,61,69,Not Placed
7.8,1,2,0,77,4.4,Yes,Yes,69,80,Not Placed
6.5,1,3,2,78,4.2,No,Yes,78,71,Not Placed
7.5,0,1,2,78,4.6,No,Yes,68,71,Not Placed
8.3,2,2,2,90,4.6,Yes,Yes,80,83,Placed
8.3,1,3,2,89,4.7,Yes,Yes,70,86,Placed
8.5,2,3,0,90,4.8,No,Yes,76,80,Placed
6.6,1,2,0,71,4.6,No,No,55,67,Not Placed
8.1,2,3,1,90,4.7,Yes,Yes,74,88,Not Placed
7.3,0,1,1,71,4.6,No,No,57,67,Not Placed
7.6,0,1,1,72,4.4,No,Yes,69,76,Not Placed
8.6,1,3,3,84,4.5,Yes,Yes,73,85,Placed
6.9,1,1,0,68,3.7,No,No,55,64,Not Placed
7.5,1,2,0,65,4.1,No,Yes,55,69,Not Placed
8.3,2,3,2,90,4.3,Yes,Yes,75,82,Not Placed
8.4,1,1,2,69,4.4,No,No,76,65,Not Placed
8.5,2,3,2,90,4.1,Yes,Yes,77,78,Placed
8.5,1,1,2,88,4.5,Yes,Yes,76,79,Placed
9.0,2,3,2,90,4.8,Yes,Yes,76,83,Placed
8.4,2,3,1,83,4.8,Yes,No,64,64,Placed
8.4,0,3,0,90,4.8,Yes,Yes,80,82,Placed
8.6,2,3,2,90,4.8,Yes,Yes,80,85,Not Placed
8.3,2,3,1,79,4.4,Yes,Yes,75,85,Not Placed
7.6,1,1,0,79,4.2,Yes,No,57,61,Not Placed
7.6,1,1,1,77,4.8,No,Yes,63,68,Not Placed
7.5,1,1,1,68,4.5,No,Yes,59,63,Not Placed
7.4,1,3,2,80,4.4,Yes,Yes,73,72,Placed
6.5,1,1,0,79,4.3,No,Yes,60,73,Not Placed
6.5,0,2,2,82,4.3,Yes,Yes,82,88,Not Placed
7.7,1,1,0,72,4.5,No,Yes,72,63,Placed
8.4,1,3,2,90,4.8,Yes,Yes,72,85,Not Placed
7.4,1,1,0,72,4.1,No,Yes,76,74,Not Placed
8.3,1,3,2,90,4.7,Yes,Yes,80,85,Placed
6.8,1,3,2,78,4.5,Yes,Yes,76,85,Not Placed
6.7,2,3,0,85,4.4,Yes,Yes,84,83,Placed
7.4,1,2,3,83,4.7,Yes,Yes,59,81,Placed
7.3,0,2,1,70,3.7,Yes,Yes,55,74,Placed
7.8,1,2,2,90,4.5,Yes,Yes,80,64,Placed
8.3,2,3,2,90,4.8,Yes,Yes,76,86,Placed
7.6,1,1,1,66,4.3,No,No,56,71,Not Placed
6.5,1,2,0,76,4.5,Yes,Yes,75,82,Not Placed
8.4,1,0,0,75,4.7,Yes,Yes,76,76,Placed
8.2,2,3,2,90,4.8,Yes,Yes,80,88,Placed
8.2,1,3,0,82,4.7,Yes,Yes,78,85,Placed
8.2,0,3,2,83,4.7,Yes,Yes,72,86,Not Placed
7.0,1,2,0,77,4.1,No,Yes,66,73,Not Placed
8.0,2,3,2,90,4.8,Yes,Yes,84,84,Placed
7.5,1,2,1,77,4.7,Yes,Yes,86,88,Placed
8.0,2,1,2,80,4.6,Yes,No,77,61,Placed
8.5,2,3,2,82,4.4,Yes,Yes,76,65,Placed
8.2,1,3,2,88,4.8,Yes,Yes,85,80,Placed
8.2,1,3,2,81,4.8,Yes,Yes,75,83,Placed
8.2,0,3,2,90,4.2,Yes,No,80,84,Not Placed
8.3,2,3,2,90,4.3,Yes,Yes,82,80,Placed
7.7,1,3,2,76,4.4,Yes,Yes,61,83,Not Placed
7.5,2,3,1,73,4.3,Yes,Yes,78,86,Not Placed
7.4,1,1,0,72,3.6,No,No,55,71,Not Placed
7.9,1,3,0,85,4.8,Yes,Yes,78,87,Placed
7.7,2,3,2,90,4.8,Yes,No,78,81,Placed
7.4,2,1,0,80,4.0,Yes,Yes,69,67,Not Placed
7.6,1,3,0,78,3.9,Yes,Yes,72,85,Not Placed
7.8,1,1,1,83,3.7,No,Yes,64,71,Not Placed
7.0,0,3,0,75,3.9,No,No,56,70,Placed
8.0,1,3,1,90,4.4,No,Yes,82,67,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,78,85,Placed
8.3,0,1,0,90,4.1,No,No,63,66,Not Placed
7.4,1,1,0,88,4.0,No,Yes,56,66,Not Placed
8.3,1,2,0,78,4.6,Yes,Yes,75,82,Placed
7.3,1,2,1,73,4.0,No,No,56,75,Not Placed
7.9,0,3,2,80,4.2,Yes,Yes,79,85,Placed
8.7,2,3,2,90,4.8,Yes,Yes,74,81,Placed
6.9,1,1,1,64,4.6,No,No,55,61,Not Placed
7.6,0,1,1,60,3.2,No,No,56,63,Not Placed
6.5,0,1,1,66,4.6,No,No,62,66,Not Placed
7.5,1,1,0,88,4.6,No,No,55,60,Not Placed
7.0,1,1,1,73,4.6,No,No,56,62,Not Placed
7.5,0,1,0,89,4.5,No,No,71,62,Not Placed
7.9,0,1,0,80,4.8,No,Yes,83,69,Not Placed
7.4,1,3,0,70,3.8,No,No,78,86,Not Placed
6.5,1,2,1,84,3.8,No,Yes,81,62,Not Placed
7.5,1,3,1,84,4.6,No,No,81,62,Not Placed
6.8,1,1,0,69,3.9,No,No,62,60,Not Placed
7.6,1,2,0,70,4.2,No,No,56,74,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,70,86,Placed
6.5,1,1,0,68,4.0,No,Yes,55,69,Not Placed
7.4,2,2,0,65,3.9,No,No,55,67,Not Placed
6.6,1,3,3,65,4.2,Yes,Yes,55,86,Placed
6.5,1,2,0,78,4.5,No,No,64,69,Not Placed
8.1,1,3,2,80,4.5,Yes,No,83,84,Placed
6.6,2,1,0,74,4.3,No,Yes,56,73,Not Placed
8.0,2,3,2,90,4.7,Yes,Yes,76,84,Not Placed
6.6,1,1,0,69,3.9,No,Yes,65,66,Not Placed
8.4,2,3,3,89,4.6,Yes,Yes,77,85,Placed
7.5,1,1,0,74,4.7,No,No,55,64,Not Placed
7.4,0,1,0,68,4.1,No,Yes,81,73,Not Placed
8.2,2,3,2,90,4.8,Yes,No,76,88,Placed
7.6,1,1,0,74,4.5,No,Yes,70,66,Not Placed
8.3,0,2,0,85,4.2,No,No,56,67,Not Placed
7.4,1,3,2,76,3.7,Yes,Yes,74,83,Not Placed
7.6,1,1,0,77,3.7,No,Yes,55,67,Placed
7.3,1,2,1,83,3.2,No,Yes,68,71,Not Placed
8.3,1,3,3,88,4.0,No,Yes,77,63,Placed
7.4,2,0,0,69,4.4,Yes,No,63,60,Not Placed
8.2,1,3,2,85,4.6,Yes,Yes,79,86,Placed
8.5,1,3,2,90,4.8,Yes,Yes,82,88,Placed
8.2,1,3,0,88,4.2,Yes,Yes,66,88,Placed
6.5,2,3,1,76,4.3,Yes,No,76,77,Not Placed
7.1,0,1,0,73,4.1,No,Yes,55,64,Not Placed
7.6,0,1,1,65,4.1,No,No,65,63,Not Placed
8.4,2,3,2,90,4.8,Yes,No,82,82,Placed
8.5,1,3,2,85,4.6,Yes,Yes,71,84,Placed
6.6,0,1,0,68,4.8,No,No,55,71,Placed
7.9,1,1,0,90,4.5,Yes,Yes,73,82,Placed
7.6,1,2,1,88,4.2,Yes,Yes,73,86,Placed
8.4,1,3,2,90,4.2,Yes,Yes,89,88,Placed
6.5,1,1,0,77,4.3,No,No,55,66,Not Placed
7.3,0,3,0,72,4.4,No,No,66,71,Not Placed
8.3,1,3,2,88,4.8,Yes,Yes,77,85,Placed
6.5,1,1,0,83,4.6,No,Yes,69,70,Not Placed
7.6,1,1,1,63,3.8,No,No,62,60,Not Placed
7.2,0,2,0,82,4.8,No,Yes,55,66,Not Placed
8.3,2,2,2,87,4.7,Yes,Yes,86,85,Placed
7.6,1,2,0,70,3.7,Yes,Yes,63,71,Placed
8.2,1,3,2,90,4.6,Yes,Yes,83,74,Placed
6.5,1,1,0,89,3.7,No,Yes,55,71,Not Placed
8.2,2,3,2,90,4.5,Yes,Yes,86,81,Placed
8.2,0,3,2,81,4.6,Yes,Yes,77,81,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,77,88,Placed
7.8,1,3,1,82,4.8,Yes,Yes,76,83,Placed
7.4,1,1,0,60,4.3,Yes,Yes,61,75,Placed
7.3,1,2,1,80,4.3,Yes,Yes,55,72,Placed
7.8,1,1,0,73,4.6,No,Yes,64,69,Not Placed
7.6,0,3,1,70,4.1,Yes,No,55,63,Not Placed
6.5,1,1,0,65,3.6,No,No,55,76,Not Placed
8.5,2,2,2,87,4.8,Yes,Yes,88,86,Placed
8.3,1,1,0,88,4.1,No,No,64,74,Not Placed
6.5,0,3,0,66,3.5,No,No,55,67,Not Placed
8.5,2,3,0,87,4.6,Yes,Yes,86,85,Placed
8.2,2,2,2,87,4.8,Yes,Yes,88,85,Placed
8.2,2,3,2,90,4.6,Yes,Yes,75,83,Placed
8.3,1,2,2,76,4.0,Yes,Yes,74,62,Not Placed
7.4,2,2,1,82,4.6,Yes,Yes,73,88,Not Placed
7.8,0,1,1,90,4.2,Yes,Yes,55,73,Placed
6.7,1,1,0,74,3.7,No,Yes,55,67,Not Placed
8.1,2,2,1,79,4.5,Yes,Yes,72,81,Not Placed
7.5,1,1,0,78,3.8,No,No,64,66,Not Placed
6.5,1,2,0,77,4.0,No,No,65,74,Not Placed
8.3,2,2,2,73,3.9,Yes,Yes,86,71,Not Placed
6.5,1,3,2,87,4.7,Yes,Yes,77,70,Placed
7.7,0,1,1,67,3.4,No,No,65,64,Not Placed
6.5,0,3,1,82,4.6,No,No,57,66,Not Placed
7.3,1,1,0,80,3.6,Yes,Yes,78,80,Placed
8.4,1,3,0,75,4.6,Yes,Yes,81,84,Not Placed
7.9,2,3,2,88,4.6,Yes,Yes,69,81,Placed
6.8,1,3,1,86,4.8,Yes,Yes,76,79,Not Placed
7.5,1,2,2,68,4.0,Yes,Yes,69,68,Placed
7.4,1,1,1,69,3.9,No,No,55,66,Not Placed
7.7,0,1,0,89,4.2,No,No,55,70,Not Placed
7.7,0,1,0,81,3.8,Yes,Yes,82,64,Not Placed
7.4,2,3,2,80,4.8,Yes,Yes,70,67,Not Placed
7.7,1,2,0,75,4.4,No,No,60,73,Not Placed
7.5,1,1,1,74,4.5,Yes,Yes,62,78,Not Placed
6.5,1,1,0,73,4.1,No,Yes,55,66,Not Placed
8.2,2,3,2,90,4.8,Yes,Yes,77,82,Placed
7.4,1,1,3,70,4.5,No,Yes,55,65,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,75,88,Placed
7.5,1,1,1,81,4.0,No,Yes,75,61,Not Placed
7.9,2,2,0,77,4.4,No,Yes,68,68,Placed
7.9,1,2,2,83,4.8,Yes,Yes,77,85,Placed
8.2,2,3,2,88,4.5,Yes,No,79,84,Placed
7.6,1,3,2,90,4.0,Yes,Yes,73,84,Not Placed
6.5,1,1,0,82,4.6,Yes,Yes,67,71,Not Placed
6.5,1,1,1,72,3.8,No,Yes,55,66,Not Placed
8.0,0,1,2,89,4.7,Yes,Yes,72,84,Placed
7.5,0,2,0,80,3.8,Yes,Yes,77,69,Not Placed
7.6,1,2,1,83,4.8,Yes,Yes,55,62,Not Placed
6.5,1,1,1,66,3.7,No,Yes,56,57,Not Placed
8.3,2,2,1,87,4.5,Yes,Yes,82,80,Not Placed
6.5,1,1,1,66,3.8,Yes,Yes,62,75,Not Placed
8.2,1,2,0,88,4.8,Yes,Yes,71,69,Placed
7.6,1,1,3,76,3.8,No,Yes,59,60,Not Placed
7.7,1,2,0,81,4.8,No,No,55,66,Not Placed
8.3,1,3,2,87,4.7,Yes,Yes,77,81,Placed
7.1,1,3,1,74,4.3,No,Yes,72,81,Placed
7.8,1,3,2,90,4.8,Yes,Yes,80,84,Not Placed
7.4,1,2,1,90,4.4,Yes,Yes,81,86,Not Placed
6.6,1,1,0,74,3.8,No,Yes,64,76,Placed
8.7,2,3,2,90,4.8,Yes,Yes,78,85,Placed
6.5,2,3,2,84,4.5,Yes,No,81,68,Not Placed
8.1,1,2,0,79,4.3,No,Yes,55,67,Not Placed
7.4,0,2,2,80,4.8,No,Yes,61,88,Placed
8.6,2,3,2,89,4.7,Yes,Yes,69,79,Placed
7.7,2,3,2,82,4.8,Yes,Yes,80,87,Not Placed
6.9,1,1,0,78,4.3,Yes,Yes,55,72,Not Placed
6.9,1,2,0,69,4.0,No,Yes,55,58,Not Placed
7.7,2,2,0,80,3.8,Yes,Yes,62,72,Not Placed
8.1,0,3,2,90,4.8,Yes,Yes,78,86,Placed
8.6,2,3,2,90,4.8,No,Yes,71,85,Placed
7.4,1,2,1,71,4.7,No,Yes,69,73,Not Placed
7.5,1,1,1,76,4.0,No,Yes,55,70,Not Placed
7.6,1,3,1,85,4.4,No,Yes,75,82,Not Placed
7.9,0,2,0,80,4.2,No,Yes,66,60,Not Placed
7.7,1,2,1,72,4.5,No,Yes,55,65,Not Placed
6.6,1,1,0,72,3.2,No,Yes,55,68,Not Placed
7.6,1,2,2,86,4.3,Yes,Yes,70,80,Not Placed
7.9,1,1,1,75,4.5,Yes,Yes,71,67,Not Placed
8.2,2,2,0,74,4.1,No,No,60,74,Not Placed
7.3,0,1,0,76,4.0,No,No,63,70,Not Placed
8.4,1,3,0,86,3.6,Yes,Yes,76,87,Placed
8.0,2,3,2,89,4.5,Yes,Yes,76,87,Placed
8.0,1,3,2,90,4.8,Yes,Yes,79,84,Placed
7.9,1,2,0,68,3.6,No,Yes,65,61,Not Placed
7.3,1,1,2,71,4.0,No,Yes,55,69,Not Placed
7.7,1,3,1,83,4.8,Yes,Yes,73,68,Placed
8.7,2,3,2,90,4.8,Yes,Yes,80,84,Placed
8.7,0,3,2,90,4.8,Yes,Yes,71,83,Placed
6.7,1,1,1,75,3.7,No,No,63,71,Not Placed
8.3,1,2,0,73,4.8,Yes,Yes,74,86,Not Placed
8.2,1,3,2,73,4.5,Yes,Yes,82,64,Placed
8.4,2,3,2,90,4.7,Yes,Yes,75,82,Placed
6.5,1,2,1,72,4.5,No,No,60,69,Not Placed
7.7,1,1,2,70,3.9,Yes,No,72,65,Not Placed
6.8,2,3,0,80,4.4,No,Yes,74,85,Placed
8.5,0,1,0,71,4.0,Yes,No,73,69,Not Placed
8.1,1,2,2,90,4.0,No,Yes,74,86,Not Placed
7.8,2,1,2,90,4.8,Yes,Yes,73,83,Placed
7.8,0,1,0,74,3.3,No,No,55,63,Not Placed
8.8,2,3,2,90,4.8,Yes,Yes,83,86,Placed
8.2,2,3,2,88,4.8,Yes,Yes,79,86,Placed
8.1,1,3,0,74,4.0,Yes,Yes,62,83,Placed
8.1,1,2,0,89,4.7,Yes,Yes,75,85,Placed
7.5,1,1,3,78,4.5,No,No,69,73,Not Placed
8.1,2,1,2,78,4.7,Yes,Yes,78,71,Placed
7.2,1,2,0,60,4.6,No,No,58,63,Not Placed
7.8,0,3,1,90,3.8,No,Yes,55,71,Not Placed
6.5,2,3,2,80,4.8,Yes,Yes,78,82,Not Placed
7.4,1,1,0,62,3.6,No,No,57,72,Not Placed
7.6,1,1,2,69,3.9,No,Yes,63,69,Not Placed
7.5,0,1,1,83,4.0,No,Yes,56,67,Not Placed
8.0,0,3,2,76,4.8,Yes,Yes,80,84,Placed
8.3,2,2,0,90,4.8,Yes,Yes,80,72,Placed
7.2,2,2,2,87,4.7,Yes,Yes,65,87,Placed
7.7,1,3,2,90,4.4,No,Yes,87,84,Placed
7.9,1,3,2,90,4.5,Yes,Yes,87,85,Placed
8.5,2,3,2,90,4.6,Yes,Yes,81,88,Placed
8.0,1,1,0,90,4.5,Yes,Yes,69,74,Placed
8.0,2,3,0,90,4.8,Yes,Yes,80,69,Placed
8.2,1,1,0,69,4.5,No,Yes,55,70,Not Placed
7.5,1,1,0,76,4.0,Yes,No,55,67,Not Placed
6.5,1,1,1,68,4.4,Yes,No,60,60,Not Placed
8.4,1,2,1,79,3.8,Yes,Yes,76,82,Placed
7.4,0,1,0,79,3.8,No,No,55,67,Not Placed
7.0,2,1,1,88,4.8,Yes,Yes,75,81,Placed
8.3,1,3,2,77,4.0,No,Yes,76,82,Not Placed
7.7,0,1,1,64,3.9,No,Yes,55,63,Not Placed
8.1,2,2,2,87,4.8,Yes,Yes,75,85,Placed
7.3,1,2,1,86,4.3,No,Yes,68,64,Not Placed
8.6,1,3,0,90,4.8,Yes,Yes,55,70,Placed
8.5,1,3,1,90,4.8,Yes,Yes,80,67,Not Placed
8.6,2,3,0,84,4.8,Yes,Yes,86,87,Placed
7.6,1,0,1,75,4.8,Yes,Yes,83,80,Placed
8.3,2,3,2,85,4.7,Yes,No,80,85,Placed
8.2,1,1,2,90,4.8,Yes,Yes,71,87,Placed
8.5,2,3,2,90,4.8,Yes,Yes,81,82,Placed
7.7,0,2,0,79,4.0,No,No,58,72,Not Placed
7.6,1,2,1,61,3.2,No,No,61,57,Not Placed
7.5,1,3,2,82,4.8,Yes,No,81,88,Placed
7.8,0,3,0,89,4.8,Yes,Yes,83,79,Placed
8.4,0,3,0,83,4.0,Yes,No,77,66,Not Placed
8.2,2,3,2,90,4.8,Yes,Yes,68,86,Placed
8.5,2,3,2,90,4.8,Yes,Yes,81,88,Placed
8.0,1,1,2,87,4.1,Yes,Yes,74,68,Placed
6.5,2,3,2,80,4.0,Yes,Yes,72,86,Placed
6.5,1,1,1,73,4.0,Yes,No,55,62,Not Placed
7.3,1,3,0,80,4.2,No,No,67,64,Not Placed
7.8,0,2,1,62,3.6,No,No,55,66,Not Placed
8.4,2,3,2,90,4.6,Yes,Yes,74,88,Placed
8.5,2,3,2,90,4.5,Yes,Yes,85,88,Placed
7.3,0,1,0,75,4.7,Yes,Yes,67,72,Placed
8.5,2,3,2,90,4.8,Yes,Yes,76,86,Placed
8.3,1,3,1,87,4.5,Yes,No,70,82,Not Placed
6.9,1,2,0,67,3.7,No,Yes,76,71,Not Placed
7.4,0,2,1,71,4.7,No,Yes,79,67,Not Placed
8.3,1,3,2,90,4.5,Yes,Yes,76,81,Placed
6.8,1,2,0,74,3.9,No,No,55,62,Not Placed
8.4,0,3,3,85,4.8,Yes,Yes,63,69,Placed
6.5,1,1,0,74,4.7,Yes,Yes,82,78,Not Placed
8.5,2,3,0,90,3.8,Yes,Yes,87,84,Placed
7.5,1,2,0,76,4.0,No,Yes,59,62,Placed
7.3,0,1,1,69,4.6,No,Yes,68,64,Not Placed
8.0,1,2,2,83,4.3,Yes,Yes,72,88,Not Placed
8.2,1,2,3,83,4.2,Yes,Yes,78,80,Not Placed
8.0,0,2,1,74,4.1,Yes,Yes,57,87,Placed
8.4,1,2,1,73,4.5,No,Yes,75,84,Not Placed
7.7,0,2,1,68,4.0,Yes,Yes,57,83,Placed
7.6,1,2,1,80,3.9,No,Yes,80,66,Not Placed
7.7,2,2,1,84,4.7,Yes,Yes,78,82,Placed
8.5,2,3,2,88,4.8,Yes,Yes,68,88,Placed
8.0,2,3,0,83,4.1,Yes,Yes,67,83,Not Placed
7.6,2,2,0,77,4.4,No,Yes,72,74,Not Placed
7.8,2,3,0,86,4.6,Yes,Yes,74,86,Placed
7.9,1,3,3,83,4.7,Yes,Yes,69,81,Placed
6.5,1,1,0,87,4.8,No,No,63,66,Placed
7.3,1,3,0,84,4.6,Yes,No,61,66,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,75,88,Placed
8.5,0,3,0,81,4.4,Yes,Yes,82,83,Not Placed
8.6,2,3,2,88,4.8,Yes,Yes,83,80,Placed
6.5,0,1,2,89,3.8,No,No,72,72,Placed
8.3,1,2,2,86,4.8,Yes,Yes,58,72,Placed
8.0,1,3,1,90,4.8,Yes,Yes,79,87,Placed
6.7,0,1,1,75,3.2,No,No,55,71,Not Placed
7.7,1,1,2,76,4.7,Yes,No,71,65,Not Placed
6.6,1,3,2,90,4.6,Yes,Yes,73,65,Not Placed
7.6,0,3,0,87,4.1,Yes,Yes,77,71,Placed
8.3,1,2,0,72,3.9,Yes,Yes,74,79,Placed
6.5,1,1,0,70,4.2,No,No,60,67,Not Placed
8.2,0,3,2,76,4.7,Yes,Yes,83,85,Not Placed
6.5,1,1,0,77,4.2,No,Yes,55,70,Not Placed
8.4,1,2,0,79,3.4,Yes,Yes,72,88,Placed
6.6,1,1,0,71,3.0,No,No,65,62,Not Placed
7.7,1,3,0,80,4.8,Yes,Yes,73,82,Not Placed
7.9,2,3,1,75,4.5,Yes,Yes,79,80,Not Placed
8.0,0,3,2,87,4.7,Yes,Yes,78,70,Placed
7.6,1,1,1,79,4.1,No,Yes,55,68,Placed
8.1,0,2,0,73,4.7,Yes,Yes,78,67,Not Placed
8.6,1,2,0,68,3.9,Yes,Yes,72,83,Placed
8.1,1,3,0,75,4.5,No,Yes,71,68,Placed
8.6,2,3,2,90,4.8,Yes,Yes,77,82,Placed
8.5,2,3,2,85,4.7,Yes,No,85,83,Placed
8.6,2,2,1,78,4.0,Yes,Yes,81,77,Not Placed
6.8,1,2,2,70,3.8,No,Yes,55,67,Not Placed
7.2,0,1,0,70,3.5,No,No,58,69,Not Placed
8.7,1,2,2,84,4.8,Yes,Yes,84,77,Placed
6.7,0,1,1,68,3.4,No,No,65,69,Not Placed
7.8,2,3,2,90,4.5,Yes,Yes,78,83,Placed
8.3,0,3,0,90,4.7,Yes,Yes,69,82,Placed
7.7,1,2,0,78,4.6,Yes,Yes,73,78,Placed
6.6,0,1,0,70,4.3,No,No,63,64,Not Placed
7.5,1,1,0,90,4.6,No,Yes,68,73,Not Placed
6.8,2,1,0,77,4.0,No,No,60,77,Not Placed
8.4,0,3,2,69,4.5,Yes,Yes,55,84,Placed
8.2,1,3,2,79,4.8,Yes,Yes,76,81,Placed
7.8,2,2,1,84,4.0,No,Yes,86,73,Not Placed
8.7,2,3,2,90,4.8,Yes,Yes,85,86,Placed
7.9,0,3,1,81,4.6,No,No,66,70,Not Placed
7.5,1,2,2,80,4.3,Yes,Yes,65,80,Placed
6.5,0,1,0,62,4.6,No,No,61,66,Not Placed
8.4,2,3,1,86,4.4,Yes,Yes,57,80,Placed
6.6,1,1,1,68,3.5,No,No,64,73,Placed
6.7,0,1,0,79,4.4,No,No,76,66,Not Placed
6.7,2,1,2,71,4.0,No,Yes,55,65,Not Placed
6.5,1,1,0,67,3.1,No,No,65,68,Not Placed
7.5,1,1,2,67,3.5,Yes,Yes,55,64,Not Placed
8.5,1,2,2,74,4.0,No,Yes,83,79,Not Placed
6.7,0,1,0,63,3.8,No,No,62,63,Not Placed
8.2,1,1,1,68,3.9,No,Yes,70,66,Placed
8.7,2,1,2,80,3.9,No,No,68,82,Not Placed
8.4,2,3,2,87,4.7,Yes,Yes,79,86,Placed
6.9,0,2,1,82,3.9,No,Yes,78,59,Not Placed
7.1,0,1,0,70,4.4,No,No,77,67,Not Placed
7.3,0,1,0,72,4.3,No,No,55,68,Not Placed
8.3,1,1,1,73,4.1,No,No,78,83,Not Placed
6.5,0,1,1,85,4.2,No,Yes,60,77,Placed
8.6,2,2,2,76,4.7,Yes,No,67,84,Placed
7.5,0,1,1,82,3.8,No,Yes,62,70,Not Placed
7.0,0,1,0,69,4.4,Yes,Yes,71,72,Placed
7.5,1,2,1,73,4.2,Yes,Yes,72,64,Not Placed
8.3,2,3,2,90,4.6,Yes,No,74,84,Placed
6.5,2,1,0,75,4.0,No,No,55,70,Not Placed
8.0,2,3,2,89,4.8,Yes,Yes,79,80,Not Placed
7.5,1,1,0,77,4.0,No,Yes,62,67,Not Placed
8.5,1,3,2,90,4.8,Yes,Yes,76,85,Placed
9.0,2,3,2,90,4.8,Yes,Yes,83,88,Placed
6.6,1,2,1,67,4.1,Yes,Yes,73,69,Not Placed
7.7,1,2,1,69,3.3,Yes,Yes,68,68,Not Placed
8.0,2,3,2,90,4.8,Yes,Yes,77,85,Placed
6.5,2,1,0,74,4.5,No,No,63,83,Not Placed
6.5,1,3,0,81,3.8,No,Yes,63,57,Not Placed
7.2,2,2,2,87,4.4,Yes,Yes,72,70,Placed
8.3,1,3,1,88,4.8,No,Yes,72,69,Placed
7.3,1,1,0,71,4.4,No,No,55,74,Placed
7.3,1,1,0,77,4.0,No,Yes,55,59,Not Placed
7.9,2,3,2,90,4.8,Yes,Yes,82,88,Placed
7.3,1,1,0,79,4.5,No,Yes,55,67,Not Placed
7.7,1,1,1,64,4.5,No,No,55,65,Not Placed
7.5,1,1,1,70,3.3,No,No,59,58,Not Placed
7.7,0,1,2,72,4.3,Yes,No,82,72,Not Placed
7.6,0,1,1,80,3.9,No,No,55,66,Not Placed
7.0,1,1,1,73,4.3,Yes,No,74,81,Not Placed
6.5,0,3,0,72,4.2,Yes,Yes,75,69,Not Placed
8.0,2,3,2,90,4.8,Yes,Yes,80,88,Placed
6.5,1,2,2,76,4.8,No,Yes,81,85,Not Placed
7.5,0,2,0,68,4.0,No,Yes,67,71,Placed
7.3,0,1,0,78,3.6,No,No,56,70,Not Placed
7.5,2,2,1,68,3.7,No,No,59,62,Not Placed
8.6,1,2,1,78,4.3,Yes,Yes,70,67,Placed
8.6,2,3,2,82,4.4,Yes,Yes,64,83,Placed
8.4,2,3,2,90,4.8,Yes,Yes,80,87,Placed
7.5,2,1,0,69,4.5,Yes,No,71,69,Not Placed
8.3,1,1,2,82,4.2,Yes,No,55,87,Placed
8.4,0,2,0,71,3.8,Yes,Yes,56,63,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,83,85,Placed
6.5,1,1,0,67,4.3,No,Yes,72,67,Not Placed
8.3,2,3,0,88,4.8,Yes,Yes,77,81,Not Placed
